"Timestamp" "I_dir [W/m2]" "I_glo[W/m2]" "I_dif[W/m2]" "Iglo_inc[W/m2]" "Indice_UV[W/m2]" "Indice_UVA[W/m2]" "AirTC[°C]" "HR[%]" "WS[m/s]" "WD[grados]" "PB[mbar]" "Rain[mm]"
"8/31/2024 2:00:00 PM" 842.00 974.00 125.50 941.00 0.19 62.30 25.77 67.71 3.04 179.90 863.08 0.00
"8/31/2024 1:50:00 PM" 868.00 997.00 119.90 967.00 0.20 64.57 25.92 65.35 1.75 179.50 863.27 0.00
"8/31/2024 1:40:00 PM" 880.00 1013.00 111.70 983.00 0.21 65.48 25.90 70.59 3.18 175.80 863.42 0.00
"8/31/2024 1:30:00 PM" 891.00 1023.00 106.10 994.00 0.21 66.63 25.98 67.43 2.27 177.40 863.62 0.00
"8/31/2024 1:20:00 PM" 899.00 1026.00 99.50 1002.00 0.22 67.04 25.69 69.21 0.98 187.00 863.78 0.00
"8/31/2024 1:10:00 PM" 919.00 1045.00 92.00 1024.00 0.23 68.47 24.99 67.62 2.16 137.60 863.91 0.00
"8/31/2024 1:00:00 PM" 921.00 1047.00 87.40 1026.00 0.23 68.67 24.84 69.76 2.30 297.60 864.18 0.00
"8/31/2024 12:50:00 PM" 919.00 1046.00 85.90 1026.00 0.23 68.48 24.74 70.70 2.49 166.50 864.35 0.00
"8/31/2024 12:40:00 PM" 914.00 1042.00 86.70 1022.00 0.23 68.64 25.06 73.47 2.38 216.80 864.57 0.00
"8/31/2024 12:30:00 PM" 919.00 1042.00 85.10 1024.00 0.23 68.66 25.08 75.57 2.07 203.40 864.72 0.00
"8/31/2024 12:20:00 PM" 925.00 1040.00 83.70 1024.00 0.23 68.58 24.95 70.55 1.59 139.90 864.91 0.00
"8/31/2024 12:10:00 PM" 915.00 1027.00 83.30 1014.00 0.22 67.84 24.54 72.43 2.31 149.10 864.97 0.00
"8/31/2024 12:00:00 PM" 916.00 1023.00 83.90 1012.00 0.22 67.32 24.19 74.70 2.36 98.40 865.19 0.00
"8/31/2024 11:50:00 AM" 908.00 1007.00 85.20 997.00 0.21 66.26 24.41 75.02 2.54 194.40 865.39 0.00
"8/31/2024 11:40:00 AM" 898.00 999.00 85.80 991.00 0.21 65.50 24.63 77.39 2.34 206.10 865.65 0.00
"8/31/2024 11:30:00 AM" 898.00 979.00 86.40 975.00 0.20 63.99 24.37 78.55 1.97 89.00 865.80 0.00
"8/31/2024 11:20:00 AM" 898.00 965.00 87.10 962.00 0.20 62.80 24.18 76.93 2.29 115.30 865.99 0.00
"8/31/2024 11:10:00 AM" 887.00 940.00 88.90 936.00 0.19 61.23 24.18 79.62 1.92 104.00 866.22 0.00
"8/31/2024 11:00:00 AM" 884.00 914.00 85.10 914.00 0.18 59.54 23.95 81.00 0.88 83.90 866.46 0.00
"8/31/2024 10:50:00 AM" 885.00 895.00 83.30 894.00 0.17 58.02 24.00 79.71 1.34 71.73 866.67 0.00
"8/31/2024 10:40:00 AM" 873.00 867.00 87.00 869.00 0.16 55.84 23.83 80.70 0.90 126.80 866.73 0.00
"8/31/2024 10:30:00 AM" 864.00 839.00 85.70 840.00 0.15 53.59 23.75 85.30 1.08 146.20 866.70 0.00
"8/31/2024 10:20:00 AM" 869.00 827.00 90.70 832.00 0.14 52.25 23.16 84.80 0.61 44.51 866.87 0.00
"8/31/2024 10:10:00 AM" 644.60 660.00 109.60 664.10 0.12 44.17 22.77 84.10 1.22 129.00 867.06 0.00
"8/31/2024 10:00:00 AM" 655.40 762.10 192.70 768.50 0.12 47.16 22.67 86.70 1.26 91.70 867.08 0.00
"8/31/2024 9:50:00 AM" 242.90 484.30 220.10 485.10 0.08 34.94 22.60 89.60 0.60 94.10 867.06 0.00
"8/31/2024 9:40:00 AM" 174.50 363.00 178.70 349.30 0.07 28.65 22.82 89.70 1.22 131.80 867.10 0.00
"8/31/2024 9:30:00 AM" 819.00 779.40 185.40 776.90 0.09 43.36 22.94 91.00 0.99 120.80 867.14 0.00
"8/31/2024 9:20:00 AM" 646.40 641.20 177.90 623.80 0.08 37.12 22.90 94.90 1.42 142.40 867.09 0.00
"8/31/2024 9:10:00 AM" 197.10 444.70 240.50 434.50 0.06 29.31 22.39 98.60 1.35 149.30 866.97 0.00
"8/31/2024 9:00:00 AM" 385.80 475.70 195.70 474.30 0.05 28.59 22.43 99.20 1.53 124.70 866.98 0.00
"8/31/2024 8:50:00 AM" 525.20 439.30 125.40 435.00 0.05 26.96 22.71 98.40 1.29 162.00 866.86 0.00
"8/31/2024 8:40:00 AM" 621.90 490.60 134.90 483.30 0.04 27.60 22.41 100.00 1.43 149.30 866.76 0.00
"8/31/2024 8:30:00 AM" 414.40 452.40 188.30 445.40 0.04 24.82 22.19 100.00 0.12 153.10 866.82 0.00
"8/31/2024 8:20:00 AM" 378.10 442.20 189.70 434.40 0.03 22.49 21.21 100.00 0.00 43.37 866.67 0.00
"8/31/2024 8:10:00 AM" 172.80 288.50 155.90 279.70 0.02 17.21 20.44 100.00 0.00 309.80 866.48 0.00
"8/31/2024 8:00:00 AM" 233.10 299.70 147.90 292.20 0.02 16.09 19.61 100.00 0.00 12.01 866.39 0.00
"8/31/2024 7:50:00 AM" 96.20 223.70 146.60 219.60 0.01 12.58 19.07 100.00 0.07 329.30 866.42 0.00
"8/31/2024 7:40:00 AM" 14.95 148.90 118.10 144.20 0.01 8.80 18.77 100.00 0.21 320.50 866.37 0.00
"8/31/2024 7:30:00 AM" 11.25 97.90 78.15 96.10 0.01 5.60 18.66 100.00 1.29 218.00 865.99 0.00
"8/31/2024 7:20:00 AM" 0.89 62.29 52.26 60.16 0.00 3.47 18.81 100.00 0.07 231.50 866.03 0.00
"8/31/2024 7:10:00 AM" 19.38 63.39 49.59 60.44 0.00 2.47 18.69 100.00 0.87 138.20 865.86 0.00
"8/31/2024 7:00:00 AM" 8.73 37.17 30.12 36.93 0.00 1.62 18.60 100.00 0.76 156.80 865.55 0.00
"8/31/2024 6:50:00 AM" 0.00 22.35 19.06 21.68 0.00 0.84 18.56 100.00 1.09 183.80 865.49 0.00
"8/31/2024 6:40:00 AM" 0.00 7.01 6.30 6.76 0.00 0.37 18.54 100.00 1.32 159.90 865.38 0.00
"8/31/2024 6:30:00 AM" 0.00 1.46 1.47 1.28 0.00 0.13 18.53 100.00 0.00 161.80 865.37 0.10
"8/31/2024 6:20:00 AM" 0.00 0.15 0.27 0.09 0.00 0.05 18.52 100.00 1.00 172.60 865.26 0.00
"8/31/2024 6:10:00 AM" 0.00 0.04 0.00 0.02 0.00 0.04 18.57 100.00 1.95 242.90 865.39 0.00
"8/31/2024 6:00:00 AM" 0.00 0.00 0.00 0.00 0.00 0.04 18.59 100.00 0.74 264.00 865.68 0.20
"8/31/2024 5:50:00 AM" 0.00 0.03 0.00 0.00 0.00 0.03 18.59 100.00 0.02 294.50 866.02 0.30
"8/31/2024 5:40:00 AM" 0.00 0.16 0.00 0.00 0.00 0.03 18.70 100.00 0.65 299.80 866.30 1.00
"8/31/2024 5:30:00 AM" 0.00 0.02 0.00 0.00 0.00 0.03 18.93 100.00 0.18 335.00 866.42 0.60
"8/31/2024 5:20:00 AM" 0.00 0.00 0.00 0.00 0.00 0.04 18.94 100.00 0.00 52.88 866.49 0.50
"8/31/2024 5:10:00 AM" 0.00 0.00 0.00 0.00 0.00 0.03 18.94 100.00 0.00 52.83 866.49 0.60
"8/31/2024 5:00:00 AM" 0.00 0.00 0.00 0.00 0.00 0.04 18.90 100.00 0.00 55.14 866.42 0.40
"8/31/2024 4:50:00 AM" 0.00 0.00 0.00 0.00 0.00 0.04 18.81 100.00 0.00 104.90 866.32 0.40
"8/31/2024 4:40:00 AM" 0.00 0.00 0.01 0.00 0.00 0.03 18.71 100.00 0.39 164.40 866.36 0.70
"8/31/2024 4:30:00 AM" 0.00 0.00 0.00 0.00 0.00 0.01 18.68 100.00 0.45 146.70 866.33 0.70
"8/31/2024 4:20:00 AM" 0.00 0.02 0.00 0.00 0.00 0.04 18.58 100.00 1.08 344.60 866.27 0.70
"8/31/2024 4:10:00 AM" 0.00 0.01 0.00 0.00 0.00 0.05 18.61 100.00 2.25 308.40 866.37 0.70
"8/31/2024 4:00:00 AM" 0.00 0.01 0.00 0.00 0.00 0.05 18.68 100.00 1.83 328.70 866.54 1.00
"8/31/2024 3:50:00 AM" 0.00 0.02 0.00 0.00 0.00 0.04 18.72 100.00 1.79 338.90 866.75 0.70
"8/31/2024 3:40:00 AM" 0.00 0.01 0.00 0.00 0.00 0.03 18.78 100.00 1.52 310.40 866.73 0.20
"8/31/2024 3:30:00 AM" 0.00 0.00 0.00 0.00 0.00 0.02 18.67 100.00 1.06 27.52 866.68 0.50
"8/31/2024 3:20:00 AM" 0.00 0.01 0.00 0.00 0.00 0.02 18.54 100.00 1.58 344.20 866.65 0.80
"8/31/2024 3:10:00 AM" 0.04 0.00 0.04 0.01 0.00 0.01 18.53 100.00 0.69 304.30 866.80 0.60
"8/31/2024 3:00:00 AM" 0.02 0.04 0.01 0.00 0.00 0.01 18.34 100.00 1.39 10.50 866.53 2.80
"8/31/2024 2:50:00 AM" 0.00 0.03 0.00 0.00 0.00 0.02 18.41 100.00 1.68 34.06 866.37 4.30
"8/31/2024 2:40:00 AM" 0.04 0.00 0.04 0.01 0.00 0.01 18.45 100.00 0.99 74.31 866.52 1.30
"8/31/2024 2:30:00 AM" 0.04 0.13 0.02 0.00 0.00 0.01 18.26 100.00 1.14 116.60 866.17 4.80
"8/31/2024 2:20:00 AM" 0.02 0.22 0.00 0.00 0.00 0.00 18.41 100.00 1.54 25.14 865.94 5.00
"8/31/2024 2:10:00 AM" 0.18 0.02 0.01 0.03 0.00 0.00 18.63 100.00 0.76 312.00 865.71 3.40
"8/31/2024 2:00:00 AM" 0.01 1.96 0.00 0.00 0.00 0.00 18.77 100.00 0.66 63.70 865.63 3.30
"8/31/2024 1:50:00 AM" 0.04 1.22 0.00 0.08 0.00 0.00 20.16 96.10 1.47 132.60 865.45 0.80
"8/31/2024 1:40:00 AM" 0.03 0.00 0.00 0.00 0.00 0.00 20.17 93.70 1.90 2.62 864.79 0.00
"8/31/2024 1:30:00 AM" 0.00 0.02 0.00 0.00 0.00 0.00 20.35 92.90 5.31 180.00 864.93 0.00
"8/31/2024 1:20:00 AM" 0.00 0.72 0.00 0.00 0.00 0.00 21.18 91.20 5.75 182.20 864.95 0.00
"8/31/2024 1:10:00 AM" 0.01 0.00 0.00 0.00 0.00 0.00 22.41 91.70 3.31 164.20 865.06 0.00
"8/31/2024 1:00:00 AM" 0.09 0.00 0.00 0.00 0.00 0.00 22.43 90.50 1.45 210.70 864.88 0.00
"8/31/2024 12:50:00 AM" 0.05 0.00 0.00 0.00 0.00 0.00 22.37 91.60 0.88 329.00 864.68 0.00
"8/31/2024 12:40:00 AM" 0.05 0.00 0.00 0.00 0.00 0.00 22.38 90.90 2.21 306.60 864.77 0.00
"8/31/2024 12:30:00 AM" 0.01 0.00 0.00 0.00 0.00 0.00 22.36 93.60 0.89 266.10 864.94 0.00
"8/31/2024 12:20:00 AM" 0.06 0.00 0.00 0.00 0.00 0.00 22.36 92.00 0.36 337.40 865.26 0.00
"8/31/2024 12:10:00 AM" 0.01 0.00 0.00 0.00 0.00 0.00 22.12 92.70 1.36 325.90 865.33 0.00
"8/31/2024 12:00:00 AM" 0.01 0.00 0.00 0.00 0.00 0.00 22.35 94.00 1.28 338.30 865.28 0.00
"8/30/2024 11:50:00 PM" 0.02 0.00 0.00 0.00 0.00 0.00 22.49 92.70 0.56 347.20 865.29 0.00
"8/30/2024 11:40:00 PM" 0.03 0.00 0.00 0.00 0.00 0.00 22.56 91.30 1.01 339.80 865.13 0.00
"8/30/2024 11:30:00 PM" 0.02 0.00 0.00 0.00 0.00 0.00 22.53 91.60 0.85 326.60 865.15 0.00
"8/30/2024 11:20:00 PM" 0.06 0.00 0.00 0.00 0.00 0.00 22.42 92.00 1.46 330.40 865.21 0.00
"8/30/2024 11:10:00 PM" 0.01 0.00 0.00 0.00 0.00 0.00 22.29 93.60 1.54 331.20 865.12 0.00
